id_venda;produto_id;cliente_id;quantidade;data_venda;observacao
V001212;1;1;5.0;2024-11-13 19:08:00;
V001213;3;16;2.0;2024-12-17 17:49:00;Entrega expressa solicitada
V001214;5;9;5.0;2024-08-20 12:23:00;Cliente solicitou nota fiscal com CNPJ
V001215;12;11;3.0;2024-10-11 15:35:00;
V001216;12;17;3.0;2024-10-10 13:15:00;Compra feita via aplicação promocional
V001217;8;8;2.0;2024-12-19 14:06:00;
V001218;1;16;2.0;2024-08-01 19:38:00;
V001219;2;19;5.0;2024-11-28 10:52:00;Cliente pediu embalagem para presente
V001220;8;3;1.0;2024-12-29 15:28:00;Cliente pediu embalagem para presente
V001221;9;13;2.0;2024-12-05 14:23:00;Compra feita via aplicação promocional
V001222;7;8;3.0;2024-12-14 22:22:00;Cliente solicitou nota fiscal com CNPJ
V001223;10;16;1.0;2024-12-27 09:50:00;
V001224;1;5;5.0;2024-10-06 15:55:00;
V001225;9;7;1.0;2024-08-08 08:59:00;
V001226;6;16;4.0;2024-08-21 22:51:00;Produto com defeito, aguardando troca
V001227;12;6;;2024-09-26 08:25:00;Compra feita via aplicação promocional
V001228;4;7;1.0;2024-12-23 10:51:00;Compra feita via aplicação promocional
V001229;3;10;1.0;2024-09-21 16:25:00;Cliente pediu embalagem para presente
V001230;15;1;1.0;2024-12-28 11:27:00;Cliente pediu embalagem para presente
V001231;5;14;2.0;2024-11-21 08:33:00;
V001232;3;18;4.0;2024-11-12 13:29:00;
V001233;7;17;4.0;2024-10-09 11:18:00;Compra feita via aplicação promocional
V001234;10;8;5.0;2024-09-20 21:19:00;Entrega expressa solicitada
V001235;7;3;1.0;2024-11-15 21:28:00;
V001236;8;19;2.0;2024-10-02 14:34:00;Endereço de entrega divergente do cadastro
V001237;4;10;5.0;2024-12-12 15:15:00;
V001238;11;19;2.0;2024-11-23 13:54:00;
V001239;8;10;2.0;2024-12-01 16:16:00;
V001240;9;2;4.0;2024-09-08 13:05:00;
V001241;7;6;2.0;2024-10-28 12:14:00;Cliente pediu embalagem para presente
V001242;7;6;5.0;2024-09-24 17:02:00;Compra feita via aplicação promocional
V001243;5;16;5.0;2024-09-14 12:04:00;Cliente pediu embalagem para presente
V001244;14;5;5.0;2024-12-28 10:51:00;Entrega expressa solicitada
V001245;10;17;2.0;2024-11-19 14:24:00;Produto com defeito, aguardando troca
V001246;5;8;2.0;2024-12-14 21:36:00;Produto com defeito, aguardando troca
V001247;6;7;4.0;2024-10-15 19:01:00;
V001248;7;10;3.0;2024-10-22 14:41:00;Cliente pediu embalagem para presente
V001249;3;8;2.0;2024-08-29 09:21:00;
V001250;5;5;2.0;2024-12-11 18:45:00;
V001251;15;20;3.0;2024-09-08 09:50:00;Cliente solicitou nota fiscal com CNPJ
V001252;9;18;3.0;2024-12-22 15:42:00;
V001253;5;5;5.0;2024-12-06 21:01:00;Cliente solicitou nota fiscal com CNPJ
V001254;8;17;4.0;2024-10-21 15:06:00;
V001255;8;2;2.0;2024-11-04 13:20:00;Endereço de entrega divergente do cadastro
V001256;6;10;5.0;2024-09-26 21:17:00;Endereço de entrega divergente do cadastro
V001257;6;1;4.0;2024-08-19 12:09:00;
V001258;10;18;5.0;2024-10-26 15:46:00;Endereço de entrega divergente do cadastro
V001259;8;1;4.0;2024-08-09 21:59:00;
V001260;15;11;3.0;2024-12-17 14:40:00;
V001261;5;5;1.0;2024-10-31 16:02:00;Compra feita via aplicação promocional
V001262;3;11;1.0;2024-08-13 17:31:00;Compra feita via aplicação promocional
V001263;11;5;5.0;2024-10-12 22:20:00;Produto com defeito, aguardando troca
V001264;10;3;4.0;2024-10-28 11:21:00;Compra feita via aplicação promocional
V001265;11;10;1.0;2024-09-24 11:06:00;Cliente solicitou nota fiscal com CNPJ
V001266;13;20;3.0;2024-09-27 18:24:00;Endereço de entrega divergente do cadastro
V001267;9;13;4.0;2024-12-25 15:25:00;
V001268;4;7;5.0;2024-10-30 19:54:00;Cliente solicitou nota fiscal com CNPJ
V001269;6;5;3.0;2024-10-10 19:22:00;Compra feita via aplicação promocional
V001270;10;10;3.0;2024-11-12 11:42:00;Produto com defeito, aguardando troca
V001271;6;20;1.0;2024-09-17 16:14:00;Produto com defeito, aguardando troca
V001272;5;17;1.0;2024-08-29 08:39:00;
V001273;8;12;4.0;2024-09-24 21:50:00;
V001274;7;13;1.0;2024-12-12 17:19:00;Compra feita via aplicação promocional
V001275;14;20;5.0;2024-11-23 22:23:00;Entrega expressa solicitada
V001276;7;7;4.0;2024-11-10 15:29:00;Compra feita via aplicação promocional
V001277;3;1;1.0;2024-12-10 17:01:00;
V001278;8;4;4.0;2024-11-17 10:40:00;Cliente solicitou nota fiscal com CNPJ
V001279;8;10;4.0;2024-12-10 21:15:00;
V001280;10;11;3.0;2024-12-22 08:09:00;Entrega expressa solicitada
V001281;9;10;1.0;2024-12-10 15:14:00;
V001282;10;12;2.0;2024-11-25 13:02:00;Cliente pediu embalagem para presente
V001283;14;3;2.0;2024-10-09 11:44:00;Produto com defeito, aguardando troca
V001284;10;10;5.0;2024-11-06 19:09:00;
V001285;12;1;3.0;2024-12-23 20:29:00;Compra feita via aplicação promocional
V001286;7;2;5.0;2024-08-01 13:05:00;Cliente solicitou nota fiscal com CNPJ
V001287;8;17;3.0;2024-10-09 15:23:00;
V001288;13;1;5.0;2024-08-19 16:51:00;Endereço de entrega divergente do cadastro
V001289;15;19;2.0;2024-08-10 21:41:00;Compra feita via aplicação promocional
V001290;8;1;3.0;2024-11-29 13:44:00;Entrega expressa solicitada
V001291;4;2;4.0;2024-11-17 16:40:00;Cliente solicitou nota fiscal com CNPJ
V001292;7;1;4.0;2024-10-20 22:26:00;Entrega expressa solicitada
V001293;10;3;1.0;2024-08-23 09:19:00;
V001294;11;16;5.0;2024-12-27 20:37:00;
V001295;13;3;3.0;2024-09-06 21:59:00;
V001296;8;16;1.0;2024-12-13 19:39:00;
V001297;2;19;4.0;2024-10-20 14:55:00;Cliente pediu embalagem para presente
V001298;1;8;1.0;2024-08-05 08:23:00;Compra feita via aplicação promocional
V001299;1;10;1.0;2024-08-02 17:43:00;Compra feita via aplicação promocional
V001300;4;14;1.0;2024-08-19 21:45:00;Entrega expressa solicitada
V001301;13;13;3.0;2024-12-15 21:25:00;Cliente pediu embalagem para presente
V001302;8;14;3.0;2024-11-20 14:52:00;Cliente solicitou nota fiscal com CNPJ
V001303;13;10;2.0;2024-12-28 11:19:00;Endereço de entrega divergente do cadastro
V001304;1;4;4.0;2024-08-23 19:29:00;
V001305;2;2;3.0;2024-11-03 20:26:00;Produto com defeito, aguardando troca
V001306;12;8;5.0;2024-12-24 14:51:00;
V001307;15;7;3.0;2024-11-29 18:55:00;Cliente pediu embalagem para presente
V001308;10;12;1.0;2024-12-23 17:07:00;
V001309;12;7;1.0;2024-12-22 19:13:00;
V001310;4;16;3.0;2024-08-23 20:01:00;Entrega expressa solicitada
V001311;11;17;1.0;2024-11-07 22:42:00;Produto com defeito, aguardando troca
V001312;2;3;3.0;2024-12-01 20:56:00;
V001313;8;14;3.0;2024-12-09 20:52:00;Cliente solicitou nota fiscal com CNPJ
V001314;14;2;2.0;2024-11-19 20:48:00;
V001315;11;20;1.0;2024-12-28 19:48:00;Entrega expressa solicitada
V001316;8;7;4.0;2024-08-13 21:19:00;Entrega expressa solicitada
V001317;11;16;2.0;2024-12-28 13:18:00;Entrega expressa solicitada
V001318;12;16;4.0;2024-08-19 09:43:00;
V001319;12;6;5.0;2024-12-25 17:10:00;Produto com defeito, aguardando troca
V001320;15;20;1.0;2024-12-04 21:14:00;Cliente solicitou nota fiscal com CNPJ
V001321;2;17;5.0;2024-11-17 10:50:00;
V001322;12;4;3.0;2024-10-15 22:50:00;Endereço de entrega divergente do cadastro
V001323;3;12;3.0;2024-09-03 17:40:00;Cliente pediu embalagem para presente
V001324;7;13;4.0;2024-09-23 14:40:00;Entrega expressa solicitada
V001325;15;4;2.0;2024-08-09 16:55:00;Cliente pediu embalagem para presente
V001326;12;13;4.0;2024-09-12 12:34:00;Produto com defeito, aguardando troca
V001327;9;2;5.0;2024-12-24 22:53:00;Endereço de entrega divergente do cadastro
V001328;5;9;5.0;2024-10-24 12:55:00;
V001329;6;8;1.0;2024-10-22 21:38:00;
V001330;6;10;3.0;2024-10-23 12:27:00;Cliente pediu embalagem para presente
V001331;14;9;5.0;2024-11-23 12:19:00;Compra feita via aplicação promocional
V001332;9;10;3.0;2024-09-19 17:08:00;Endereço de entrega divergente do cadastro
V001333;2;16;5.0;2024-09-15 14:55:00;
V001334;5;18;3.0;2024-11-25 08:36:00;Cliente solicitou nota fiscal com CNPJ
V001335;4;1;4.0;2024-09-22 14:13:00;Cliente solicitou nota fiscal com CNPJ
V001336;11;8;3.0;2024-09-20 08:27:00;
V001337;10;10;3.0;2024-12-06 16:34:00;Cliente pediu embalagem para presente
V001338;6;14;4.0;2024-12-16 22:33:00;
V001339;15;8;2.0;2024-08-22 14:17:00;Cliente solicitou nota fiscal com CNPJ
V001340;12;3;1.0;2024-12-14 09:06:00;Endereço de entrega divergente do cadastro
V001341;1;20;4.0;2024-10-09 20:25:00;Compra feita via aplicação promocional
V001342;15;15;5.0;2024-10-17 13:05:00;
V001343;9;20;4.0;2024-12-29 22:12:00;
V001344;15;12;1.0;2024-10-22 16:40:00;Produto com defeito, aguardando troca
V001345;5;12;4.0;2024-09-21 10:14:00;Compra feita via aplicação promocional
V001346;8;13;4.0;2024-08-05 19:01:00;Produto com defeito, aguardando troca
V001347;12;3;5.0;2024-08-26 10:19:00;Entrega expressa solicitada
V001348;5;12;1.0;2024-09-06 16:23:00;Entrega expressa solicitada
V001349;12;16;5.0;2024-09-01 18:48:00;
V001350;5;19;4.0;2024-08-03 22:17:00;Compra feita via aplicação promocional
V001351;5;15;1.0;2024-12-01 08:12:00;Cliente pediu embalagem para presente
V001352;14;6;4.0;2024-08-31 13:19:00;
V001353;3;11;5.0;2024-11-29 22:45:00;
V001354;13;3;1.0;2024-10-01 11:41:00;Endereço de entrega divergente do cadastro
V001355;13;5;3.0;2024-08-05 08:16:00;
V001356;15;5;2.0;2024-09-23 22:32:00;
V001357;3;2;5.0;2024-12-26 10:06:00;Produto com defeito, aguardando troca
V001358;9;9;5.0;2024-09-30 17:52:00;
V001359;3;4;4.0;2024-12-21 14:34:00;Cliente pediu embalagem para presente
V001360;5;4;4.0;2024-11-06 11:37:00;Cliente pediu embalagem para presente
V001361;6;9;5.0;2024-12-18 16:41:00;
V001362;2;13;4.0;2024-08-27 22:54:00;
V001363;14;17;2.0;2024-10-17 21:30:00;Endereço de entrega divergente do cadastro
V001364;13;1;3.0;2024-11-30 21:27:00;Cliente pediu embalagem para presente
V001365;4;9;4.0;2024-09-07 13:06:00;
V001366;10;9;5.0;2024-08-12 16:28:00;
V001367;10;17;2.0;2024-08-12 22:24:00;
V001368;4;19;1.0;2024-12-02 09:39:00;Produto com defeito, aguardando troca
V001369;1;8;5.0;2024-09-25 20:37:00;
V001370;13;2;2.0;2024-08-05 22:15:00;
V001371;9;2;4.0;2024-11-08 09:11:00;Produto com defeito, aguardando troca
V001372;4;17;1.0;2024-08-25 09:43:00;Compra feita via aplicação promocional
V001373;4;1;4.0;2024-11-16 18:32:00;
V001374;4;2;3.0;2024-08-19 17:55:00;Compra feita via aplicação promocional
V001375;8;2;3.0;2024-11-19 09:16:00;Cliente solicitou nota fiscal com CNPJ
V001376;9;18;5.0;2024-11-14 12:24:00;
V001377;9;10;2.0;2024-08-20 11:55:00;Cliente solicitou nota fiscal com CNPJ
V001378;3;14;3.0;2024-11-18 19:54:00;Cliente solicitou nota fiscal com CNPJ
V001379;5;9;2.0;2024-08-10 12:40:00;
V001380;6;5;2.0;2024-09-17 14:30:00;
V001381;5;6;4.0;2024-12-23 15:45:00;Entrega expressa solicitada
V001382;7;9;4.0;2024-12-06 15:04:00;Cliente pediu embalagem para presente
V001383;5;6;3.0;2024-11-21 08:03:00;
V001384;7;1;5.0;2024-09-18 14:36:00;Entrega expressa solicitada
V001385;8;11;3.0;2024-12-24 15:09:00;Entrega expressa solicitada
V001386;5;17;2.0;2024-11-22 16:58:00;Cliente pediu embalagem para presente
V001387;7;6;1.0;2024-08-19 22:05:00;Endereço de entrega divergente do cadastro
V001388;7;8;5.0;2024-12-02 21:32:00;
V001389;15;11;5.0;2024-09-17 20:11:00;Entrega expressa solicitada
V001390;15;18;5.0;2024-11-16 12:47:00;Endereço de entrega divergente do cadastro
V001391;8;6;4.0;2024-09-30 20:07:00;
V001392;8;4;4.0;2024-09-30 21:23:00;Endereço de entrega divergente do cadastro
V001393;12;6;2.0;2024-11-02 19:38:00;Entrega expressa solicitada
V001394;4;15;5.0;2024-12-08 15:52:00;
V001395;4;19;5.0;2024-11-09 16:37:00;
V001396;7;5;4.0;2024-10-12 10:52:00;
V001397;2;6;2.0;2024-11-16 18:55:00;Endereço de entrega divergente do cadastro
V001398;1;11;1.0;2024-10-15 16:25:00;Produto com defeito, aguardando troca
V001399;10;8;3.0;2024-10-14 11:50:00;Produto com defeito, aguardando troca
V001400;5;14;1.0;2024-11-24 12:39:00;
V001401;14;5;4.0;2024-10-17 12:38:00;
V001402;3;2;4.0;2024-12-02 19:42:00;Produto com defeito, aguardando troca
V001403;10;1;4.0;2024-12-26 14:27:00;
V001404;6;1;2.0;2024-09-18 20:51:00;Entrega expressa solicitada
V001405;14;10;3.0;2024-11-08 22:20:00;Cliente pediu embalagem para presente
V001406;5;2;3.0;2024-11-27 16:21:00;
V001407;1;11;1.0;2024-09-28 10:36:00;Compra feita via aplicação promocional
V001408;4;3;4.0;2024-08-17 15:53:00;Endereço de entrega divergente do cadastro
V001409;3;1;4.0;2024-11-22 18:31:00;Entrega expressa solicitada
V001410;15;6;2.0;2024-12-14 16:10:00;
V001411;13;20;2.0;2024-08-07 15:59:00;
V001412;3;18;2.0;2024-10-06 17:23:00;Endereço de entrega divergente do cadastro
V001413;10;13;2.0;2024-10-05 10:42:00;Produto com defeito, aguardando troca
V001414;4;10;5.0;2024-10-26 19:51:00;Compra feita via aplicação promocional
V001415;1;5;2.0;2024-12-08 14:08:00;Produto com defeito, aguardando troca
V001416;1;13;4.0;2024-09-04 18:17:00;Compra feita via aplicação promocional
V001417;12;15;5.0;2024-10-11 09:11:00;Compra feita via aplicação promocional
V001418;14;5;3.0;2024-08-01 19:45:00;Cliente solicitou nota fiscal com CNPJ
V001419;14;11;1.0;2024-11-04 16:12:00;Compra feita via aplicação promocional
V001420;13;9;;2024-10-20 08:12:00;Endereço de entrega divergente do cadastro
V001421;6;4;3.0;2024-12-28 17:31:00;
V001422;10;5;3.0;2024-11-06 09:02:00;Produto com defeito, aguardando troca
V001423;15;4;4.0;2024-08-15 13:59:00;
V001424;6;16;2.0;2024-09-18 15:36:00;Produto com defeito, aguardando troca
V001425;2;14;3.0;2024-08-08 14:30:00;Cliente pediu embalagem para presente
V001426;8;14;1.0;2024-09-09 19:49:00;Cliente pediu embalagem para presente
V001427;1;7;4.0;2024-12-07 15:57:00;
V001428;1;11;5.0;2024-10-08 19:54:00;
V001429;1;14;2.0;2024-08-12 21:27:00;
V001430;7;14;3.0;2024-12-02 12:25:00;Cliente solicitou nota fiscal com CNPJ
V001431;2;20;1.0;2024-10-14 15:30:00;Endereço de entrega divergente do cadastro
V001432;5;4;2.0;2024-10-09 09:09:00;
V001433;9;19;5.0;2024-09-05 19:29:00;Produto com defeito, aguardando troca
V001434;11;18;5.0;2024-11-26 10:18:00;Endereço de entrega divergente do cadastro
V001435;15;7;5.0;2024-10-13 20:48:00;
V001436;15;14;1.0;2024-08-25 16:09:00;Cliente solicitou nota fiscal com CNPJ
V001437;10;2;3.0;2024-09-17 10:05:00;
V001438;4;9;5.0;2024-09-06 17:10:00;
V001439;10;18;2.0;2024-10-05 20:37:00;
V001440;14;4;4.0;2024-11-15 12:34:00;Cliente pediu embalagem para presente
V001441;12;20;3.0;2024-08-03 11:35:00;Cliente pediu embalagem para presente
V001442;6;4;1.0;2024-10-28 20:57:00;
V001443;4;10;4.0;2024-09-10 09:58:00;Entrega expressa solicitada
V001444;13;2;1.0;2024-11-07 08:19:00;Compra feita via aplicação promocional
V001445;14;20;3.0;2024-08-08 19:11:00;Cliente pediu embalagem para presente
V001446;9;15;2.0;2024-09-01 22:52:00;Endereço de entrega divergente do cadastro
V001447;9;16;1.0;2024-09-20 22:51:00;Endereço de entrega divergente do cadastro
V001448;12;11;1.0;2024-09-17 21:55:00;Produto com defeito, aguardando troca
V001449;12;10;1.0;2024-11-27 18:50:00;
V001450;15;3;2.0;2024-09-20 15:02:00;
V001451;15;17;5.0;2024-08-03 19:24:00;
V001452;4;1;1.0;2024-08-07 16:15:00;Endereço de entrega divergente do cadastro
V001453;5;12;5.0;2024-08-14 18:42:00;
V001454;7;20;3.0;2024-10-18 21:54:00;Produto com defeito, aguardando troca
V001455;13;17;4.0;2024-09-11 20:44:00;Cliente pediu embalagem para presente
V001456;2;19;2.0;2024-08-09 22:57:00;Produto com defeito, aguardando troca
V001457;12;20;4.0;2024-12-04 16:17:00;Endereço de entrega divergente do cadastro
V001458;14;13;5.0;2024-12-07 16:53:00;Cliente pediu embalagem para presente
V001459;2;18;2.0;2024-08-27 20:42:00;Cliente solicitou nota fiscal com CNPJ
V001460;5;15;2.0;2024-08-30 21:08:00;Compra feita via aplicação promocional
V001461;5;19;5.0;2024-10-16 11:07:00;
V001462;9;11;4.0;2024-09-28 13:51:00;Compra feita via aplicação promocional
V001463;4;17;;2024-10-30 20:41:00;
V001464;15;9;3.0;2024-09-17 13:16:00;Endereço de entrega divergente do cadastro
V001465;13;7;1.0;2024-12-15 21:09:00;
V001466;3;13;2.0;2024-11-19 22:47:00;Cliente pediu embalagem para presente
V001467;4;12;4.0;2024-08-05 15:39:00;Produto com defeito, aguardando troca
V001468;11;15;5.0;2024-11-19 13:06:00;Cliente solicitou nota fiscal com CNPJ
V001469;12;7;2.0;2024-12-10 09:31:00;Endereço de entrega divergente do cadastro
V001470;3;9;2.0;2024-10-09 22:43:00;
V001471;11;7;4.0;2024-10-15 14:53:00;Cliente pediu embalagem para presente
V001472;6;13;3.0;2024-11-10 08:01:00;Produto com defeito, aguardando troca
V001473;11;13;4.0;2024-08-24 13:40:00;Cliente pediu embalagem para presente
V001474;11;2;3.0;2024-10-06 19:33:00;
V001475;4;16;3.0;2024-08-11 15:53:00;Cliente pediu embalagem para presente
V001476;7;8;5.0;2024-08-26 20:36:00;
V001477;10;1;4.0;2024-10-17 17:35:00;
V001478;12;6;2.0;2024-08-31 14:03:00;Entrega expressa solicitada
V001479;4;8;4.0;2024-11-04 10:05:00;Produto com defeito, aguardando troca
V001480;10;19;3.0;2024-11-19 14:37:00;Endereço de entrega divergente do cadastro
V001481;6;18;4.0;2024-08-16 09:21:00;Entrega expressa solicitada
V001482;11;4;4.0;2024-10-14 20:36:00;
V001483;5;2;5.0;2024-12-11 12:40:00;Endereço de entrega divergente do cadastro
V001484;9;4;2.0;2024-12-18 12:22:00;Produto com defeito, aguardando troca
V001485;3;1;2.0;2024-12-19 18:57:00;Endereço de entrega divergente do cadastro
V001486;13;11;3.0;2024-09-16 11:06:00;Cliente pediu embalagem para presente
V001487;12;6;5.0;2024-08-12 22:29:00;
V001488;13;2;4.0;2024-12-16 15:28:00;Cliente solicitou nota fiscal com CNPJ
V001489;1;7;1.0;2024-09-04 12:45:00;
V001490;4;4;4.0;2024-12-29 18:04:00;Cliente pediu embalagem para presente
V001491;14;13;5.0;2024-09-06 17:20:00;Entrega expressa solicitada
V001492;6;8;2.0;2024-09-05 12:12:00;Entrega expressa solicitada
V001493;4;1;5.0;2024-10-15 17:54:00;Cliente solicitou nota fiscal com CNPJ
V001494;3;11;5.0;2024-10-15 09:38:00;Produto com defeito, aguardando troca
V001495;14;17;4.0;2024-08-17 15:15:00;Entrega expressa solicitada
V001496;12;14;5.0;2024-11-27 09:23:00;
V001497;3;3;3.0;2024-12-26 20:47:00;
V001498;12;2;4.0;2024-10-12 16:21:00;
V001499;3;1;2.0;2024-10-23 22:30:00;
V001500;13;2;1.0;2024-10-14 19:32:00;Cliente pediu embalagem para presente
V001501;10;13;1.0;2024-09-12 15:42:00;
V001502;10;15;1.0;2024-10-14 21:49:00;Entrega expressa solicitada
V001503;5;19;4.0;2024-10-12 20:35:00;Endereço de entrega divergente do cadastro
V001504;9;9;2.0;2024-08-27 18:18:00;Cliente pediu embalagem para presente
V001505;12;16;4.0;2024-11-23 13:45:00;
V001506;10;11;5.0;2024-10-28 17:53:00;Cliente solicitou nota fiscal com CNPJ
V001507;8;16;2.0;2024-11-29 14:09:00;
V001508;12;11;2.0;2024-12-07 09:26:00;Cliente pediu embalagem para presente
V001509;11;7;1.0;2024-08-10 17:28:00;Compra feita via aplicação promocional
V001510;14;12;4.0;2024-08-03 15:25:00;
V001511;6;19;3.0;2024-12-12 14:40:00;
V001512;9;8;2.0;2024-10-03 17:37:00;
V001513;12;2;4.0;2024-12-07 09:46:00;Compra feita via aplicação promocional
V001514;3;5;1.0;2024-11-04 17:23:00;Compra feita via aplicação promocional
V001515;12;15;4.0;2024-10-06 19:48:00;Cliente solicitou nota fiscal com CNPJ
V001516;13;2;4.0;2024-12-29 21:56:00;Compra feita via aplicação promocional
V001517;5;7;5.0;2024-12-11 15:46:00;
V001518;8;8;4.0;2024-10-11 22:45:00;Produto com defeito, aguardando troca
V001519;11;7;2.0;2024-10-24 08:54:00;
V001520;7;14;5.0;2024-12-21 12:11:00;Cliente pediu embalagem para presente
V001521;12;9;5.0;2024-09-07 11:17:00;Compra feita via aplicação promocional
V001522;3;13;1.0;2024-11-10 09:18:00;
V001523;7;9;1.0;2024-09-05 15:28:00;
V001524;13;16;2.0;2024-08-06 09:44:00;Cliente solicitou nota fiscal com CNPJ
V001525;2;7;1.0;2024-09-18 14:59:00;Cliente solicitou nota fiscal com CNPJ
V001526;11;12;2.0;2024-11-18 11:49:00;
V001527;11;6;4.0;2024-10-02 17:47:00;Compra feita via aplicação promocional
V001528;11;10;4.0;2024-12-15 11:09:00;Endereço de entrega divergente do cadastro
V001529;8;7;1.0;2024-08-29 16:20:00;
V001530;1;20;5.0;2024-12-03 16:17:00;Produto com defeito, aguardando troca
V001531;10;15;4.0;2024-08-09 22:19:00;
V001532;14;13;3.0;2024-09-25 15:07:00;
V001533;15;5;5.0;2024-08-03 10:52:00;Cliente pediu embalagem para presente
V001534;8;17;3.0;2024-12-03 21:52:00;Cliente solicitou nota fiscal com CNPJ
V001535;1;4;1.0;2024-10-02 17:34:00;Compra feita via aplicação promocional
V001536;15;20;2.0;2024-11-09 18:00:00;Cliente solicitou nota fiscal com CNPJ
V001537;6;2;4.0;2024-08-17 16:37:00;
V001538;10;17;3.0;2024-08-19 11:33:00;
V001539;6;9;2.0;2024-12-14 18:56:00;Cliente solicitou nota fiscal com CNPJ
V001540;13;1;5.0;2024-08-09 18:44:00;Compra feita via aplicação promocional
V001541;7;4;3.0;2024-11-27 15:29:00;
V001542;7;11;1.0;2024-08-04 11:10:00;Compra feita via aplicação promocional
V001543;2;5;4.0;2024-09-10 08:29:00;Entrega expressa solicitada
V001544;13;18;1.0;2024-08-01 11:08:00;Endereço de entrega divergente do cadastro
V001545;13;8;5.0;2024-08-04 20:57:00;
V001546;7;17;4.0;2024-12-25 08:11:00;Produto com defeito, aguardando troca
V001547;12;9;3.0;2024-09-14 16:59:00;Produto com defeito, aguardando troca
V001548;4;20;4.0;2024-12-18 13:22:00;Produto com defeito, aguardando troca
V001549;9;18;5.0;2024-10-30 08:39:00;Compra feita via aplicação promocional
V001550;4;2;3.0;2024-08-03 08:03:00;
V001551;8;16;2.0;2024-09-28 20:47:00;Cliente solicitou nota fiscal com CNPJ
V001552;5;10;3.0;2024-10-07 18:21:00;Produto com defeito, aguardando troca
V001553;1;14;1.0;2024-12-24 21:22:00;
V001554;14;16;5.0;2024-09-21 14:42:00;
V001555;4;2;3.0;2024-11-04 22:55:00;Produto com defeito, aguardando troca
V001556;6;7;4.0;2024-08-10 11:36:00;
V001557;1;14;1.0;2024-08-31 20:21:00;Cliente solicitou nota fiscal com CNPJ
V001558;4;19;3.0;2024-09-12 09:04:00;Produto com defeito, aguardando troca
V001559;2;9;4.0;2024-12-22 20:09:00;
V001560;10;20;1.0;2024-11-30 10:15:00;
V001561;2;10;4.0;2024-12-11 17:51:00;
V001562;6;17;4.0;2024-09-10 08:40:00;
V001563;6;19;1.0;2024-10-16 21:30:00;Produto com defeito, aguardando troca
V001564;1;1;3.0;2024-08-01 19:30:00;Cliente pediu embalagem para presente
V001565;15;6;3.0;2024-11-16 14:29:00;Endereço de entrega divergente do cadastro
V001566;5;3;3.0;2024-09-24 15:30:00;
V001567;5;6;2.0;2024-11-01 14:20:00;
V001568;13;14;1.0;2024-12-14 08:53:00;
V001569;14;15;1.0;2024-08-29 21:11:00;Cliente pediu embalagem para presente
V001570;2;3;2.0;2024-10-01 18:20:00;
V001571;11;10;1.0;2024-08-30 21:07:00;
V001572;1;6;3.0;2024-10-01 16:17:00;
V001573;1;17;1.0;2024-10-10 20:52:00;
V001574;13;20;1.0;2024-08-04 13:25:00;Entrega expressa solicitada
V001575;9;11;3.0;2024-11-03 17:57:00;Entrega expressa solicitada
V001576;6;11;1.0;2024-10-14 18:06:00;
V001577;4;14;3.0;2024-08-20 22:01:00;Cliente pediu embalagem para presente
V001578;13;17;2.0;2024-11-29 09:31:00;Compra feita via aplicação promocional
V001579;7;8;1.0;2024-08-31 15:26:00;
V001580;9;3;4.0;2024-10-22 20:29:00;Compra feita via aplicação promocional
V001581;10;5;1.0;2024-10-20 11:26:00;Cliente solicitou nota fiscal com CNPJ
V001582;4;19;1.0;2024-09-21 17:24:00;Cliente pediu embalagem para presente
V001583;14;7;3.0;2024-11-04 17:14:00;
V001584;9;2;5.0;2024-11-24 17:46:00;
V001585;6;20;3.0;2024-12-28 21:05:00;
V001586;7;16;2.0;2024-10-01 08:30:00;
V001587;9;4;5.0;2024-12-24 15:34:00;Produto com defeito, aguardando troca
V001588;8;17;1.0;2024-09-01 15:34:00;Endereço de entrega divergente do cadastro
V001589;12;1;1.0;2024-08-28 13:39:00;Cliente pediu embalagem para presente
V001590;5;4;3.0;2024-10-19 17:30:00;Produto com defeito, aguardando troca
V001591;5;2;5.0;2024-12-13 13:11:00;
V001592;11;6;1.0;2024-08-09 11:20:00;
V001593;13;1;2.0;2024-11-29 17:25:00;
V001594;15;15;1.0;2024-12-24 13:46:00;
V001595;5;16;2.0;2024-09-21 17:56:00;Endereço de entrega divergente do cadastro
V001596;10;7;2.0;2024-10-06 09:14:00;Entrega expressa solicitada
V001597;2;20;5.0;2024-10-23 19:55:00;Endereço de entrega divergente do cadastro
V001598;3;2;2.0;2024-08-29 19:46:00;Cliente pediu embalagem para presente
V001599;4;19;1.0;2024-12-06 15:20:00;
V001600;14;5;4.0;2024-12-12 18:56:00;
V001601;11;2;4.0;2024-09-09 18:17:00;Cliente solicitou nota fiscal com CNPJ
V001602;9;2;2.0;2024-12-02 20:00:00;
V001603;6;10;5.0;2024-09-10 09:17:00;Compra feita via aplicação promocional
V001604;11;11;4.0;2024-12-23 09:26:00;Produto com defeito, aguardando troca
V001605;9;9;5.0;2024-11-01 12:18:00;
V001606;4;11;2.0;2024-09-01 12:03:00;
V001607;8;3;3.0;2024-09-16 11:09:00;Compra feita via aplicação promocional
V001608;1;11;3.0;2024-10-12 12:33:00;
V001609;15;13;1.0;2024-09-16 18:13:00;Cliente solicitou nota fiscal com CNPJ
V001610;14;5;3.0;2024-09-13 17:04:00;Cliente pediu embalagem para presente
V001611;12;10;3.0;2024-11-19 13:16:00;
